line_no,line,sentiment,label,score
16352,at Keller; evidently this problem of double motives had often been,0,NEGATIVE,0.99860924
16353,considered by him before.,1,POSITIVE,0.99001706
16354,"“Well, how anybody can call you an idiot after that, is more than I can",0,NEGATIVE,0.9990324
16355,understand!,1,POSITIVE,0.99568135
16356,” cried the boxer.,0,NEGATIVE,0.987647
16357,The prince reddened slightly.,0,NEGATIVE,0.94758004
16358,"“Bourdaloue, the archbishop, would not have spared a man like me,”",0,NEGATIVE,0.9976387
16359,"Keller continued, “but you, you have judged me with humanity.",1,POSITIVE,0.9937349
16360,To show,1,POSITIVE,0.9871455
16361,"how grateful I am, and as a punishment, I will not accept a hundred and",1,POSITIVE,0.997104
16362,fifty roubles.,0,NEGATIVE,0.9927118
16363,Give me twenty-five—that will be enough; it is all I,0,NEGATIVE,0.9968941
16364,"really need, for a fortnight at least.",1,POSITIVE,0.99777466
16365,I will not ask you for more for,1,POSITIVE,0.99317235
16366,a fortnight.,1,POSITIVE,0.98771733
16367,"I should like to have given Agatha a present, but she does",1,POSITIVE,0.99870497
16368,not really deserve it.,0,NEGATIVE,0.99947006
16369,"Oh, my dear prince, God bless you!",1,POSITIVE,0.9983992
16370,”,0,NEGATIVE,0.977441
16371,"At this moment Lebedeff appeared, having just arrived from Petersburg.",1,POSITIVE,0.99428535
16372,"He frowned when he saw the twenty-five rouble note in Keller’s hand,",0,NEGATIVE,0.99942625
16373,"but the latter, having got the money, went away at once.",0,NEGATIVE,0.9969118
16374,Lebedeff began,1,POSITIVE,0.98511285
16375,to abuse him.,0,NEGATIVE,0.9989527
16376,"“You are unjust; I found him sincerely repentant,” observed the prince,",0,NEGATIVE,0.8697567
16377,after listening for a time.,1,POSITIVE,0.9903417
16378,“What is the good of repentance like that?,0,NEGATIVE,0.99946994
16379,It is the same exactly as,0,NEGATIVE,0.99380344
16380,"mine yesterday, when I said, ‘I am base, I am base,’—words, and nothing",0,NEGATIVE,0.9994667
16381,more!,1,POSITIVE,0.99564314
16382,”,0,NEGATIVE,0.977441
16383,"“Then they were only words on your part? I thought, on the contrary...”",0,NEGATIVE,0.9988244
16384,"“Well, I don’t mind telling you the truth—you only!",1,POSITIVE,0.9967979
16385,Because you see,1,POSITIVE,0.99221855
16386,through a man somehow.,0,NEGATIVE,0.8363131
16387,"Words and actions, truth and falsehood, are all",1,POSITIVE,0.9873239
16388,"jumbled up together in me, and yet I am perfectly sincere.",1,POSITIVE,0.998511
16389,I feel the,1,POSITIVE,0.9964707
16390,"deepest repentance, believe it or not, as you choose; but words and",1,POSITIVE,0.9798681
16391,lies come out in the infernal craving to get the better of other,0,NEGATIVE,0.9945322
16392,people.,1,POSITIVE,0.9956189
16393,"It is always there—the notion of cheating people, and of using",0,NEGATIVE,0.9932805
16394,my repentant tears to my own advantage!,1,POSITIVE,0.99506456
16395,"I assure you this is the truth,",1,POSITIVE,0.9967099
16396,prince!,1,POSITIVE,0.98046035
16397,I would not tell any other man for the world!,1,POSITIVE,0.9900656
16398,He would laugh,1,POSITIVE,0.9978177
16399,"and jeer at me—but you, you judge a man humanely.",1,POSITIVE,0.99623775
16400,”,0,NEGATIVE,0.977441
16401,"“Why, Keller said the same thing to me nearly word for word a few",0,NEGATIVE,0.99920124
16402,minutes ago!,0,NEGATIVE,0.9834546
16403,” cried Muishkin.,1,POSITIVE,0.6620691
16404,“And you both seem inclined to boast,0,NEGATIVE,0.9868046
16405,about it!,1,POSITIVE,0.9924067
16406,"You astonish me, but I think he is more sincere than you, for",1,POSITIVE,0.99484396
16407,you make a regular trade of it.,1,POSITIVE,0.99664956
16408,"Oh, don’t put on that pathetic",0,NEGATIVE,0.99930716
16409,"expression, and don’t put your hand on your heart!",1,POSITIVE,0.9936821
16410,Have you anything to,0,NEGATIVE,0.988646
16411,say to me?,0,NEGATIVE,0.995217
16412,You have not come for nothing...”,1,POSITIVE,0.99287283
16413,Lebedeff grinned and wriggled.,1,POSITIVE,0.99792385
16414,"“I have been waiting all day for you, because I want to ask you a",0,NEGATIVE,0.99920547
16415,"question; and, for once in your life, please tell me the truth at once.",0,NEGATIVE,0.9695859
16416,Had you anything to do with that affair of the carriage yesterday?,0,NEGATIVE,0.9978141
16417,”,0,NEGATIVE,0.977441
16418,"Lebedeff began to grin again, rubbed his hands, sneezed, but spoke not",0,NEGATIVE,0.9944724
16419,a word in reply.,0,NEGATIVE,0.9957243
16420,“I see you had something to do with it.”,0,NEGATIVE,0.98285717
16421,"“Indirectly, quite indirectly!",0,NEGATIVE,0.9954091
16422,I am speaking the truth—I am indeed!,1,POSITIVE,0.9980065
16423,I,1,POSITIVE,0.9575427
16424,"merely told a certain person that I had people in my house, and that",0,NEGATIVE,0.9986535
16425,such and such personages might be found among them.,1,POSITIVE,0.9855988
16426,”,0,NEGATIVE,0.977441
16427,“I am aware that you sent your son to that house—he told me so himself,0,NEGATIVE,0.99783725
16428,"just now, but what is this intrigue?",0,NEGATIVE,0.9887488
16429,"” said the prince, impatiently.",0,NEGATIVE,0.99841076
16430,"“It is not my intrigue!” cried Lebedeff, waving his hand.",0,NEGATIVE,0.9993944
16431,"“It was engineered by other people, and is, properly speaking, rather a",0,NEGATIVE,0.9994493
16432,fantasy than an intrigue!,0,NEGATIVE,0.9989936
16433,”,0,NEGATIVE,0.977441
16434,“But what is it all about?,0,NEGATIVE,0.9949101
16435,"Tell me, for Heaven’s sake!",0,NEGATIVE,0.98926634
16436,Cannot you,0,NEGATIVE,0.99701315
16437,understand how nearly it touches me?,1,POSITIVE,0.9929497
16438,Why are they blackening Evgenie,0,NEGATIVE,0.99846226
16439,Pavlovitch’s reputation?,0,NEGATIVE,0.8909665
16440,”,0,NEGATIVE,0.977441
16441,Lebedeff grimaced and wriggled again.,0,NEGATIVE,0.9983109
16442,“Prince!” said he.,1,POSITIVE,0.99424905
16443,“Excellency!,1,POSITIVE,0.9983137
16444,You won’t let me tell you the whole,0,NEGATIVE,0.999403
16445,"truth; I have tried to explain; more than once I have begun, but you",0,NEGATIVE,0.9994685
16446,have not allowed me to go on...”,0,NEGATIVE,0.9994505
16447,"The prince gave no answer, and sat deep in thought.",0,NEGATIVE,0.99943197
16448,Evidently he was,1,POSITIVE,0.57021725
16449,struggling to decide.,0,NEGATIVE,0.9985528
16450,"“Very well! Tell me the truth,” he said, dejectedly.",0,NEGATIVE,0.9970955
16451,"“Aglaya Ivanovna...” began Lebedeff, promptly.",1,POSITIVE,0.997928
16452,"“Be silent! At once!” interrupted the prince, red with indignation, and",0,NEGATIVE,0.99636173
16453,"perhaps with shame, too.",0,NEGATIVE,0.9896221
16454,“It is impossible and absurd!,0,NEGATIVE,0.99944115
16455,All that has,0,NEGATIVE,0.9859929
16456,"been invented by you, or fools like you!",0,NEGATIVE,0.99907726
16457,Let me never hear you say a,0,NEGATIVE,0.9984275
16458,word again on that subject!,0,NEGATIVE,0.9892585
16459,”,0,NEGATIVE,0.977441
16460,Late in the evening Colia came in with a whole budget of Petersburg and,0,NEGATIVE,0.99219507
16461,Pavlofsk news.,1,POSITIVE,0.96804327
16462,"He did not dwell much on the Petersburg part of it,",1,POSITIVE,0.99824774
16463,"which consisted chiefly of intelligence about his friend Hippolyte, but",0,NEGATIVE,0.99723023
16464,passed quickly to the Pavlofsk tidings.,1,POSITIVE,0.9978443
16465,He had gone straight to the,1,POSITIVE,0.7722002
16466,Epanchins’ from the station.,1,POSITIVE,0.98668414
16467,“There’s the deuce and all going on there!” he said.,1,POSITIVE,0.9929704
16468,“First of all,1,POSITIVE,0.9916815
16469,"about the row last night, and I think there must be something new as",0,NEGATIVE,0.99645644
16470,"well, though I didn’t like to ask.",0,NEGATIVE,0.9980357
16471,"Not a word about _you_, prince, the",0,NEGATIVE,0.99792695
16472,whole time!,1,POSITIVE,0.9921707
16473,The most interesting fact was that Aglaya had been,0,NEGATIVE,0.9874337
16474,quarrelling with her people about Gania.,0,NEGATIVE,0.9984514
16475,Colia did not know any,0,NEGATIVE,0.9990951
16476,"details, except that it had been a terrible quarrel!",0,NEGATIVE,0.99747294
16477,Also Evgenie,1,POSITIVE,0.9949547
16478,"Pavlovitch had called, and met with an excellent reception all round.",1,POSITIVE,0.9987841
16479,And another curious thing: Mrs. Epanchin was so angry that she called,0,NEGATIVE,0.99531335
16480,Varia to her—Varia was talking to the girls—and turned her out of the,0,NEGATIVE,0.9993878
16481,house ‘once for all’ she said.,1,POSITIVE,0.9957351
16482,I heard it from Varia herself—Mrs.,1,POSITIVE,0.9932036
16483,"Epanchin was quite polite, but firm; and when Varia said good-bye to",1,POSITIVE,0.9977206
16484,"the girls, she told them nothing about it, and they didn’t know they",0,NEGATIVE,0.9994831
16485,were saying goodbye for the last time.,0,NEGATIVE,0.98864293
16486,"I’m sorry for Varia, and for",0,NEGATIVE,0.9796915
16487,"Gania too; he isn’t half a bad fellow, in spite of his faults, and I",1,POSITIVE,0.99384815
16488,shall never forgive myself for not liking him before!,0,NEGATIVE,0.99368584
16489,I don’t know,0,NEGATIVE,0.9978682
16490,"whether I ought to continue to go to the Epanchins’ now,” concluded",1,POSITIVE,0.9942802
16491,"Colia—“I like to be quite independent of others, and of other people’s",1,POSITIVE,0.99811125
16492,quarrels if I can; but I must think over it.,0,NEGATIVE,0.99263144
16493,”,0,NEGATIVE,0.977441
16494,"“I don’t think you need break your heart over Gania,” said the prince;",1,POSITIVE,0.97345084
16495,"“for if what you say is true, he must be considered dangerous in the",0,NEGATIVE,0.99683
16496,"Epanchin household, and if so, certain hopes of his must have been",0,NEGATIVE,0.9295344
16497,encouraged.,1,POSITIVE,0.9988084
16498,”,0,NEGATIVE,0.977441
16499,“What? What hopes?” cried Colia; “you surely don’t mean Aglaya?,0,NEGATIVE,0.99939966
16500,"—oh,",0,NEGATIVE,0.9950628
16501,no!,0,NEGATIVE,0.99703014
16502,—”,0,NEGATIVE,0.99599993
16503,"“You’re a dreadful sceptic, prince,” he continued, after a moment’s",0,NEGATIVE,0.99912983
16504,silence.,0,NEGATIVE,0.99761885
16505,“I have observed of late that you have grown sceptical about,0,NEGATIVE,0.9986332
16506,everything.,1,POSITIVE,0.9951674
16507,"You don’t seem to believe in people as you did, and are",0,NEGATIVE,0.99947375
16508,always attributing motives and so on—am I using the word ‘sceptic’ in,0,NEGATIVE,0.9985034
16509,its proper sense?,1,POSITIVE,0.99060106
16510,”,0,NEGATIVE,0.977441
16511,“I believe so; but I’m not sure.”,1,POSITIVE,0.9849835
16512,"“Well, I’ll change it, right or wrong; I’ll say that you are not",0,NEGATIVE,0.9992865
16513,"sceptical, but _jealous_.",1,POSITIVE,0.9925066
16514,"There! you are deadly jealous of Gania, over",0,NEGATIVE,0.9972854
16515,a certain proud damsel!,1,POSITIVE,0.99646765
16516,Come!,1,POSITIVE,0.98970175
16517,"” Colia jumped up, with these words, and",1,POSITIVE,0.99516815
16518,burst out laughing.,1,POSITIVE,0.9973876
16519,"He laughed as he had perhaps never laughed before,",1,POSITIVE,0.9983861
16520,and still more when he saw the prince flushing up to his temples.,0,NEGATIVE,0.9779761
16521,He,1,POSITIVE,0.9930706
16522,was delighted that the prince should be jealous about Aglaya.,1,POSITIVE,0.9971443
16523,"However,",1,POSITIVE,0.9673745
16524,"he stopped immediately on seeing that the other was really hurt, and",0,NEGATIVE,0.99213344
16525,"the conversation continued, very earnestly, for an hour or more.",1,POSITIVE,0.99836403
16526,"Next day the prince had to go to town, on business.",1,POSITIVE,0.98216945
16527,Returning in the,1,POSITIVE,0.9969047
16528,"afternoon, he happened upon General Epanchin at the station.",1,POSITIVE,0.9925166
16529,The latter,0,NEGATIVE,0.6458779
16530,"seized his hand, glancing around nervously, as if he were afraid of",0,NEGATIVE,0.99824834
16531,"being caught in wrong-doing, and dragged him into a first-class",0,NEGATIVE,0.9981916
16532,compartment.,1,POSITIVE,0.9367178
16533,He was burning to speak about something of importance.,1,POSITIVE,0.9980363
16534,"“In the first place, my dear prince, don’t be angry with me. I would",1,POSITIVE,0.9844518
16535,"have come to see you yesterday, but I didn’t know how Lizabetha",0,NEGATIVE,0.99543613
16536,Prokofievna would take it.,1,POSITIVE,0.99747455
16537,"My dear fellow, my house is simply a hell",0,NEGATIVE,0.99786425
16538,"just now, a sort of sphinx has taken up its abode there.",1,POSITIVE,0.82024837
16539,We live in an,1,POSITIVE,0.99419224
16540,atmosphere of riddles; I can’t make head or tail of anything.,0,NEGATIVE,0.99950576
16541,As for,1,POSITIVE,0.97913307
16542,"you, I feel sure you are the least to blame of any of us, though you",1,POSITIVE,0.99336815
16543,certainly have been the cause of a good deal of trouble.,0,NEGATIVE,0.99805737
16544,"You see, it’s",1,POSITIVE,0.9932122
16545,all very pleasant to be a philanthropist; but it can be carried too,1,POSITIVE,0.9976288
16546,far.,0,NEGATIVE,0.9937866
16547,"Of course I admire kind-heartedness, and I esteem my wife, but—”",0,NEGATIVE,0.5878216
16548,The general wandered on in this disconnected way for a long time; it,0,NEGATIVE,0.9994753
16549,was clear that he was much disturbed by some circumstance which he,1,POSITIVE,0.99025375
16550,could make nothing of.,0,NEGATIVE,0.99949723
16551,"“It is plain to me, that _you_ are not in it at all,” he continued, at",0,NEGATIVE,0.99949485
16552,"last, a little less vaguely, “but perhaps you had better not come to",0,NEGATIVE,0.99865323
16553,our house for a little while.,1,POSITIVE,0.99756825
16554,"I ask you in the friendliest manner,",1,POSITIVE,0.99803334
16555,mind; just till the wind changes again.,0,NEGATIVE,0.9899558
16556,"As for Evgenie Pavlovitch,” he",1,POSITIVE,0.98940563
16557,"continued with some excitement, “the whole thing is a calumny, a dirty",0,NEGATIVE,0.9994632
16558,calumny.,0,NEGATIVE,0.9976062
16559,"It is simply a plot, an intrigue, to upset our plans and to",0,NEGATIVE,0.9994512
16560,stir up a quarrel.,0,NEGATIVE,0.9946804
16561,"You see, prince, I’ll tell you privately, Evgenie",0,NEGATIVE,0.9830187
16562,"and ourselves have not said a word yet, we have no formal",0,NEGATIVE,0.99947196
16563,"understanding, we are in no way bound on either side, but the word may",1,POSITIVE,0.9436136
16564,"be said very soon, don’t you see, _very_ soon, and all this is most",0,NEGATIVE,0.98642606
16565,"injurious, and is meant to be so.",0,NEGATIVE,0.99786735
16566,Why?,0,NEGATIVE,0.99793994
16567,I’m sure I can’t tell you.,0,NEGATIVE,0.99822235
16568,She’s,1,POSITIVE,0.9838564
16569,"an extraordinary woman, you see, an eccentric woman; I tell you I am so",1,POSITIVE,0.9957662
16570,frightened of that woman that I can’t sleep.,0,NEGATIVE,0.9994131
16571,"What a carriage that was,",1,POSITIVE,0.99757844
16572,"and where did it come from, eh?",0,NEGATIVE,0.99939865
16573,"I declare, I was base enough to suspect",0,NEGATIVE,0.9942891
16574,"Evgenie at first; but it seems certain that that cannot be the case,",0,NEGATIVE,0.9977622
16575,"and if so, why is she interfering here?",0,NEGATIVE,0.99877864
16576,"That’s the riddle, what does",0,NEGATIVE,0.9914108
16577,she want?,0,NEGATIVE,0.990223
16578,Is it to keep Evgenie to herself?,0,NEGATIVE,0.98767966
16579,"But, my dear fellow, I",0,NEGATIVE,0.9321647
16580,"swear to you, I swear he doesn’t even _know_ her, and as for those",0,NEGATIVE,0.99947965
16581,"bills, why, the whole thing is an invention!",0,NEGATIVE,0.9992711
16582,And the familiarity of the,1,POSITIVE,0.9985701
16583,woman!,1,POSITIVE,0.9943205
16584,It’s quite clear we must treat the impudent creature’s attempt,1,POSITIVE,0.99331343
16585,"with disdain, and redouble our courtesy towards Evgenie.",1,POSITIVE,0.9958159
16586,I told my wife,1,POSITIVE,0.9945767
16587,so.,1,POSITIVE,0.9943395
16588,“Now I’ll tell you my secret conviction.,0,NEGATIVE,0.97013557
16589,I’m certain that she’s doing,1,POSITIVE,0.9983379
16590,"this to revenge herself on me, on account of the past, though I assure",0,NEGATIVE,0.9973651
16591,you that all the time I was blameless.,0,NEGATIVE,0.97876674
16592,I blush at the very idea.,0,NEGATIVE,0.9893211
16593,And,1,POSITIVE,0.9911644
16594,"now she turns up again like this, when I thought she had finally",0,NEGATIVE,0.99950016
16595,disappeared!,0,NEGATIVE,0.99888474
16596,Where’s Rogojin all this time?,0,NEGATIVE,0.99805576
16597,I thought she was Mrs.,1,POSITIVE,0.99058753
16598,"Rogojin, long ago.",0,NEGATIVE,0.84290254
16599,”,0,NEGATIVE,0.977441
16600,The old man was in a state of great mental perturbation.,1,POSITIVE,0.9699676
16601,The whole of,1,POSITIVE,0.9780768
16602,"the journey, which occupied nearly an hour, he continued in this",0,NEGATIVE,0.9993581
16603,"strain, putting questions and answering them himself, shrugging his",0,NEGATIVE,0.98958284
16604,"shoulders, pressing the prince’s hand, and assuring the latter that, at",1,POSITIVE,0.9983376
16605,"all events, he had no suspicion whatever of _him_.",1,POSITIVE,0.9945653
16606,This last assurance,1,POSITIVE,0.9945851
16607,"was satisfactory, at all events.",1,POSITIVE,0.9985614
16608,The general finished by informing him,1,POSITIVE,0.99691844
16609,"that Evgenie’s uncle was head of one of the civil service departments,",1,POSITIVE,0.9738866
16610,"and rich, very rich, and a gourmand.",1,POSITIVE,0.9821175
16611,"“And, well, Heaven preserve him,",1,POSITIVE,0.9947537
16612,"of course—but Evgenie gets his money, don’t you see?",0,NEGATIVE,0.9890983
16613,"But, for all this,",1,POSITIVE,0.9891221
16614,"I’m uncomfortable, I don’t know why.",0,NEGATIVE,0.99946094
16615,"There’s something in the air, I",0,NEGATIVE,0.9887836
16616,"feel there’s something nasty in the air, like a bat, and I’m by no",0,NEGATIVE,0.9953245
16617,means comfortable.,1,POSITIVE,0.9834673
16618,”,0,NEGATIVE,0.977441
16619,And it was not until the third day that the formal reconciliation,0,NEGATIVE,0.97477156
16620,"between the prince and the Epanchins took place, as said before.",1,POSITIVE,0.99201417
16621,XII.,1,POSITIVE,0.57770354
16622,"It was seven in the evening, and the prince was just preparing to go",1,POSITIVE,0.99737704
16623,"out for a walk in the park, when suddenly Mrs. Epanchin appeared on the",0,NEGATIVE,0.9965576
16624,terrace.,1,POSITIVE,0.9833059
16625,"“In the first place, don’t dare to suppose,” she began, “that I am",0,NEGATIVE,0.999431
16626,going to apologize.,1,POSITIVE,0.9976373
16627,Nonsense!,0,NEGATIVE,0.9991278
16628,You were entirely to blame.,0,NEGATIVE,0.9993612
16629,”,0,NEGATIVE,0.977441
16630,The prince remained silent.,0,NEGATIVE,0.9989165
16631,"“Were you to blame, or not?”",0,NEGATIVE,0.9962744
16632,"“No, certainly not, no more than yourself, though at first I thought I",0,NEGATIVE,0.99761564
16633,was.,1,POSITIVE,0.7544434
16634,”,0,NEGATIVE,0.977441
16635,"“Oh, very well, let’s sit down, at all events, for I don’t intend to",0,NEGATIVE,0.9969168
16636,stand up all day.,1,POSITIVE,0.99824214
16637,"And remember, if you say, one word about ‘mischievous",0,NEGATIVE,0.9973732
16638,"urchins,’ I shall go away and break with you altogether.",0,NEGATIVE,0.9985416
16639,"Now then, did",0,NEGATIVE,0.99126047
16640,"you, or did you not, send a letter to Aglaya, a couple of months or so",0,NEGATIVE,0.9948593
16641,"ago, about Easter-tide?",1,POSITIVE,0.9893007
16642,”,0,NEGATIVE,0.977441
16643,“Yes!”,1,POSITIVE,0.99850917
16644,“What for? What was your object? Show me the letter.”,0,NEGATIVE,0.99942625
16645,Mrs. Epanchin’s,1,POSITIVE,0.98531294
16646,eyes flashed; she was almost trembling with impatience.,0,NEGATIVE,0.99522966
16647,"“I have not got the letter,” said the prince, timidly, extremely",0,NEGATIVE,0.9980033
16648,surprised at the turn the conversation had taken.,1,POSITIVE,0.99702257
16649,"“If anyone has it, if",1,POSITIVE,0.98135775
16650,"it still exists, Aglaya Ivanovna must have it.",1,POSITIVE,0.9957993
16651,”,0,NEGATIVE,0.977441
16652,"“No finessing, please. What did you write about?”",0,NEGATIVE,0.99833816
16653,"“I am not finessing, and I am not in the least afraid of telling you;",1,POSITIVE,0.9954636
16654,but I don’t see the slightest reason why I should not have written.,1,POSITIVE,0.9894364
16655,”,0,NEGATIVE,0.977441
16656,"“Be quiet, you can talk afterwards!",0,NEGATIVE,0.9953106
16657,What was the letter about?,0,NEGATIVE,0.98965853
16658,Why are,0,NEGATIVE,0.96338445
16659,you blushing?,0,NEGATIVE,0.9866331
16660,”,0,NEGATIVE,0.977441
16661,The prince was silent.,0,NEGATIVE,0.99933887
16662,At last he spoke.,1,POSITIVE,0.8712039
16663,"“I don’t understand your thoughts, Lizabetha Prokofievna; but I can see",0,NEGATIVE,0.9982079
16664,that the fact of my having written is for some reason repugnant to you.,0,NEGATIVE,0.9992487
16665,You must admit that I have a perfect right to refuse to answer your,0,NEGATIVE,0.9983468
16666,"questions; but, in order to show you that I am neither ashamed of the",1,POSITIVE,0.998434
16667,"letter, nor sorry that I wrote it, and that I am not in the least",1,POSITIVE,0.9978251
16668,inclined to blush about it”,1,POSITIVE,0.99152887
16669,"(here the prince’s blushes redoubled), “I",0,NEGATIVE,0.9888487
16670,"will repeat the substance of my letter, for I think I know it almost by",0,NEGATIVE,0.9978228
16671,heart.,1,POSITIVE,0.9953094
16672,”,0,NEGATIVE,0.977441
16673,"So saying, the prince repeated the letter almost word for word, as he",0,NEGATIVE,0.99885446
16674,had written it.,1,POSITIVE,0.99072593
16675,"“My goodness, what utter twaddle, and what may all this nonsense have",0,NEGATIVE,0.99948
16676,"signified, pray?",1,POSITIVE,0.99696374
16677,If it had any meaning at all!,0,NEGATIVE,0.9949247
16678,"” said Mrs. Epanchin,",1,POSITIVE,0.98593557
16679,"cuttingly, after having listened with great attention.",0,NEGATIVE,0.99745107
16680,“I really don’t absolutely know myself; I know my feeling was very,0,NEGATIVE,0.99728876
16681,sincere.,1,POSITIVE,0.9871991
16682,I had moments at that time full of life and hope.,1,POSITIVE,0.9983599
16683,”,0,NEGATIVE,0.977441
16684,“What sort of hope?”,0,NEGATIVE,0.99674094
16685,"“It is difficult to explain, but certainly not the hopes you have in",0,NEGATIVE,0.99949735
16686,your mind.,1,POSITIVE,0.98834634
16687,"Hopes—well, in a word, hopes for the future, and a feeling",1,POSITIVE,0.9984235
16688,"of joy that _there_, at all events, I was not entirely a stranger and a",1,POSITIVE,0.9975066
16689,foreigner.,0,NEGATIVE,0.97750205
16690,I felt an ecstasy in being in my native land once more; and,1,POSITIVE,0.99881387
16691,"one sunny morning I took up a pen and wrote her that letter, but why to",0,NEGATIVE,0.9929774
16692,"_her_, I don’t quite know.",0,NEGATIVE,0.99299765
16693,"Sometimes one longs to have a friend near,",1,POSITIVE,0.99615777
16694,"and I evidently felt the need of one then,” added the prince, and",1,POSITIVE,0.9947283
16695,paused.,0,NEGATIVE,0.9992218
16696,“Are you in love with her?”,1,POSITIVE,0.9970208
16697,“N-no! I wrote to her as to a sister; I signed myself her brother.”,0,NEGATIVE,0.99781024
16698,"“Oh yes, of course, on purpose! I quite understand.”",1,POSITIVE,0.99759156
16699,"“It is very painful to me to answer these questions, Lizabetha",0,NEGATIVE,0.99927926
16700,Prokofievna.,1,POSITIVE,0.98841274
16701,”,0,NEGATIVE,0.977441
16702,“I dare say it is; but that’s no affair of mine.,0,NEGATIVE,0.9972551
16703,"Now then, assure me",1,POSITIVE,0.99526554
16704,"truly as before Heaven, are you lying to me or not?",0,NEGATIVE,0.98660886
16705,”,0,NEGATIVE,0.977441
16706,"“No, I am not lying.”",1,POSITIVE,0.99397063
16707,“Are you telling the truth when you say you are not in love?”,0,NEGATIVE,0.9972396
16708,“I believe it is the absolute truth.”,1,POSITIVE,0.9982396
16709,"“‘I believe,’ indeed! Did that mischievous urchin give it to her?”",0,NEGATIVE,0.9926476
16710,“I asked Nicolai Ardalionovitch...”,0,NEGATIVE,0.9457581
16711,“The urchin! the urchin!” interrupted Lizabetha Prokofievna in an angry,0,NEGATIVE,0.9952503
16712,voice.,1,POSITIVE,0.8851927
16713,“I do not want to know if it were Nicolai Ardalionovitch!,0,NEGATIVE,0.9994393
16714,The,1,POSITIVE,0.98924834
16715,urchin!,1,POSITIVE,0.9646705
16716,”,0,NEGATIVE,0.977441
16717,“Nicolai Ardalionovitch...”,0,NEGATIVE,0.98762816
16718,"“The urchin, I tell you!”",0,NEGATIVE,0.98975265
16719,"“No, it was not the urchin: it was Nicolai Ardalionovitch,” said the",0,NEGATIVE,0.995058
16720,"prince very firmly, but without raising his voice.",1,POSITIVE,0.99823684
16721,"“Well, all right!",0,NEGATIVE,0.9900204
16722,"All right, my dear!",1,POSITIVE,0.7185976
16723,I shall put that down to your,0,NEGATIVE,0.99815285
16724,account.,0,NEGATIVE,0.57953
16725,”,0,NEGATIVE,0.977441
16726,"She was silent a moment to get breath, and to recover her composure.",1,POSITIVE,0.9958151
16727,"“Well!—and what’s the meaning of the ‘poor knight,’ eh?”",0,NEGATIVE,0.99892133
16728,“I don’t know in the least; I wasn’t present when the joke was made.,0,NEGATIVE,0.99939245
16729,It,1,POSITIVE,0.9953014
16730,_is_ a joke.,0,NEGATIVE,0.9991993
16731,"I suppose, and that’s all.",0,NEGATIVE,0.98887324
16732,”,0,NEGATIVE,0.977441
16733,"“Well, that’s a comfort, at all events.",1,POSITIVE,0.9980672
16734,You don’t suppose she could,0,NEGATIVE,0.9961013
16735,"take any interest in you, do you?",0,NEGATIVE,0.9933741
16736,"Why, she called you an ‘idiot’",0,NEGATIVE,0.9994385
16737,herself.,0,NEGATIVE,0.99338627
16738,”,0,NEGATIVE,0.977441
16739,"“I think you might have spared me that,” murmured the prince",0,NEGATIVE,0.9976474
16740,"reproachfully, almost in a whisper.",1,POSITIVE,0.9967725
16741,"“Don’t be angry; she is a wilful, mad, spoilt girl.",0,NEGATIVE,0.9769601
16742,If she likes a,1,POSITIVE,0.9883888
16743,"person she will pitch into him, and chaff him.",0,NEGATIVE,0.997702
16744,I used to be just such,0,NEGATIVE,0.9859355
16745,another.,1,POSITIVE,0.962384
16746,"But for all that you needn’t flatter yourself, my boy; she is",1,POSITIVE,0.9956033
16747,not for you.,0,NEGATIVE,0.9993863
16748,"I don’t believe it, and it is not to be.",0,NEGATIVE,0.9994762
16749,I tell you so at,0,NEGATIVE,0.9853861
16750,"once, so that you may take proper precautions.",1,POSITIVE,0.99218386
16751,"Now, I want to hear you",0,NEGATIVE,0.98969364
16752,swear that you are not married to that woman?,0,NEGATIVE,0.99742967
16753,”,0,NEGATIVE,0.977441
16754,"“Lizabetha Prokofievna, what are you thinking of?” cried the prince,",0,NEGATIVE,0.9957126
16755,almost leaping to his feet in amazement.,1,POSITIVE,0.9980385
16756,"“Why? You very nearly were, anyhow.”",0,NEGATIVE,0.9956146
16757,"“Yes—I nearly was,” whispered the prince, hanging his head.",0,NEGATIVE,0.9983263
16758,"“Well then, have you come here for _her?",0,NEGATIVE,0.9966085
16759,_ Are you in love with _her?,1,POSITIVE,0.9979594
16760,_,0,NEGATIVE,0.7517868
16761,With _that_ creature?,0,NEGATIVE,0.98998576
16762,”,0,NEGATIVE,0.977441
16763,"“I did not come to marry at all,” replied the prince.",0,NEGATIVE,0.99878234
16764,“Is there anything you hold sacred?”,1,POSITIVE,0.98340774
16765,“There is.”,0,NEGATIVE,0.97276056
16766,“Then swear by it that you did not come here to marry _her!_”,0,NEGATIVE,0.99894905
16767,“I’ll swear it by whatever you please.”,1,POSITIVE,0.98157734
16768,“I believe you.,1,POSITIVE,0.99847376
16769,You may kiss me; I breathe freely at last.,1,POSITIVE,0.9982269
16770,But you must,1,POSITIVE,0.9934438
16771,"know, my dear friend, Aglaya does not love you, and she shall never be",0,NEGATIVE,0.9977908
16772,your wife while I am out of my grave.,1,POSITIVE,0.9427893
16773,So be warned in time.,0,NEGATIVE,0.9875888
16774,Do you hear,0,NEGATIVE,0.9691116
16775,me?,0,NEGATIVE,0.9872745
16776,”,0,NEGATIVE,0.977441
