,line_no,line,sentiment
15167,15167,assurance of his tone.,0.34
15168,15168,“He actually seems to boast of it!” she cried.,-0.4389
15169,15169,"“I am base—base!” muttered Lebedeff, beating his breast, and hanging",-0.5093
15170,15170,his head.,0.0
15171,15171,“What do I care if you are base or not?,0.4939
15172,15172,"He thinks he has only to say,",0.0
15173,15173,"‘I am base,’ and there is an end of it.",0.0
15174,15174,"As to you, prince, are you not",0.0
15175,15175,ashamed?,-0.4767
15176,15176,"—I repeat, are you not ashamed, to mix with such riff-raff?",0.3724
15177,15177,I,0.0
15178,15178,will never forgive you!,-0.2746
15179,15179,”,0.0
15180,15180,“The prince will forgive me!” said Lebedeff with emotional conviction.,0.4574
15181,15181,"Keller suddenly left his seat, and approached Lizabetha Prokofievna.",0.0
15182,15182,"“It was only out of generosity, madame,” he said in a resonant voice,",0.5106
15183,15183,"“and because I would not betray a friend in an awkward position, that I",0.0361
15184,15184,did not mention this revision before; though you heard him yourself,0.0
15185,15185,threatening to kick us down the steps.,-0.5267
15186,15186,"To clear the matter up, I",0.4019
15187,15187,"declare now that I did have recourse to his assistance, and that I paid",0.0
15188,15188,him six roubles for it.,0.0
15189,15189,But I did not ask him to correct my style; I,0.0
15190,15190,"simply went to him for information concerning the facts, of which I was",0.0
15191,15191,"ignorant to a great extent, and which he was competent to give.",0.6486
15192,15192,The,0.0
15193,15193,"story of the gaiters, the appetite in the Swiss professor’s house, the",0.0
15194,15194,substitution of fifty roubles for two hundred and fifty—all such,0.0
15195,15195,"details, in fact, were got from him.",0.0
15196,15196,I paid him six roubles for them;,0.0
15197,15197,but he did not correct the style.,0.0
15198,15198,”,0.0
15199,15199,"“I must state that I only revised the first part of the article,”",0.0
15200,15200,"interposed Lebedeff with feverish impatience, while laughter rose from",0.1027
15201,15201,"all around him; “but we fell out in the middle over one idea, so I",0.0
15202,15202,never corrected the second part.,0.0
15203,15203,Therefore I cannot be held responsible,-0.2411
15204,15204,for the numerous grammatical blunders in it.,0.0
15205,15205,”,0.0
15206,15206,“That is all he thinks of!” cried Lizabetha Prokofievna.,-0.4389
15207,15207,“May I ask when this article was revised?” said Evgenie Pavlovitch to,0.0
15208,15208,Keller.,0.0
15209,15209,"“Yesterday morning,” he replied, “we had an interview which we all gave",0.0
15210,15210,our word of honour to keep secret.,0.5719
15211,15211,”,0.0
15212,15212,“The very time when he was cringing before you and making protestations,0.0
15213,15213,of devotion!,0.5093
15214,15214,"Oh, the mean wretches!",0.0
15215,15215,I will have nothing to do with your,0.0
15216,15216,"Pushkin, and your daughter shall not set foot in my house!",0.0
15217,15217,”,0.0
15218,15218,"Lizabetha Prokofievna was about to rise, when she saw Hippolyte",0.0
15219,15219,"laughing, and turned upon him with irritation.",-0.0258
15220,15220,"“Well, sir, I suppose you wanted to make me look ridiculous?”",0.0
15221,15221,"“Heaven forbid!” he answered, with a forced smile.",-0.2003
15222,15222,“But I am more than,0.0
15223,15223,"ever struck by your eccentricity, Lizabetha Prokofievna.",-0.25
15224,15224,I admit that I,0.2023
15225,15225,"told you of Lebedeff’s duplicity, on purpose.",0.0
15226,15226,I knew the effect it,0.0
15227,15227,"would have on you,—on you alone, for the prince will forgive him.",0.0258
15228,15228,He,0.0
15229,15229,"has probably forgiven him already, and is racking his brains to find",0.3818
15230,15230,"some excuse for him—is not that the truth, prince?",-0.1685
15231,15231,”,0.0
15232,15232,"He gasped as he spoke, and his strange agitation seemed to increase.",-0.128
15233,15233,"“Well?” said Mrs. Epanchin angrily, surprised at his tone; “well, what",-0.2263
15234,15234,more?,0.0
15235,15235,”,0.0
15236,15236,“I have heard many things of the kind about you...they delighted me..,0.7717
15237,15237,.,0.0
15238,15238,"I have learned to hold you in the highest esteem,” continued Hippolyte.",0.0
15239,15239,"His words seemed tinged with a kind of sarcastic mockery, yet he was",-0.5563
15240,15240,"extremely agitated, casting suspicious glances around him, growing",-0.6549
15241,15241,"confused, and constantly losing the thread of his ideas.",-0.5994
15242,15242,"All this,",0.0
15243,15243,"together with his consumptive appearance, and the frenzied expression",0.0
15244,15244,"of his blazing eyes, naturally attracted the attention of everyone",0.4215
15245,15245,present.,0.0
15246,15246,“I might have been surprised,0.2263
15247,15247,(though I admit I know nothing of the,0.2023
15248,15248,"world), not only that you should have stayed on just now in the company",0.0
15249,15249,"of such people as myself and my friends, who are not of your class, but",0.2617
15250,15250,that you should let these... young ladies listen to such a scandalous,-0.5267
15251,15251,"affair, though no doubt novel-reading has taught them all there is to",0.2755
15252,15252,know.,0.0
15253,15253,I may be mistaken; I hardly know what I am saying; but surely no,0.0772
15254,15254,one but you would have stayed to please a whippersnapper,0.4497
15255,15255,"(yes, a",0.4019
15256,15256,whippersnapper; I admit it),0.2023
15257,15257,to spend the evening and take part in,0.0
15258,15258,everything—only to be ashamed of it tomorrow.,-0.4767
15259,15259,(I know I express myself,0.0
15260,15260,badly.,-0.4767
15261,15261,),0.0
15262,15262,"I admire and appreciate it all extremely, though the expression",0.7003
15263,15263,"on the face of his excellency, your husband, shows that he thinks it",0.5423
15264,15264,very improper.,0.0
15265,15265,He-he!,0.0
15266,15266,"” He burst out laughing, and was seized with a fit",0.6908
15267,15267,of coughing which lasted for two minutes and prevented him from,0.0258
15268,15268,speaking.,0.0
15269,15269,"“He has lost his breath now!” said Lizabetha Prokofievna coldly,",-0.3802
15270,15270,"looking at him with more curiosity than pity: “Come, my dear boy, that",0.0352
15271,15271,is quite enough—let us make an end of this.,0.0
15272,15272,”,0.0
15273,15273,"Ivan Fedorovitch, now quite out of patience, interrupted suddenly.",-0.296
15274,15274,“Let,0.0
15275,15275,"me remark in my turn, sir,” he said in tones of deep annoyance, “that",-0.3182
15276,15276,"my wife is here as the guest of Prince Lef Nicolaievitch, our friend",0.4939
15277,15277,"and neighbour, and that in any case, young man, it is not for you to",0.0
15278,15278,"pass judgment on the conduct of Lizabetha Prokofievna, or to make",0.0
15279,15279,remarks aloud in my presence concerning what feelings you think may be,0.0
15280,15280,read in my face.,0.0
15281,15281,"Yes, my wife stayed here,” continued the general, with",0.4019
15282,15282,"increasing irritation, “more out of amazement than anything else.",0.0516
15283,15283,Everyone can understand that a collection of such strange young men,-0.2023
15284,15284,would attract the attention of a person interested in contemporary,0.6369
15285,15285,life.,0.0
15286,15286,"I stayed myself, just as I sometimes stop to look on in the",-0.296
15287,15287,street when I see something that may be regarded as-as-as-”,0.0
15288,15288,"“As a curiosity,” suggested Evgenie Pavlovitch, seeing his excellency",0.5423
15289,15289,involved in a comparison which he could not complete.,0.0
15290,15290,"“That is exactly the word I wanted,” said the general with",0.0
15291,15291,satisfaction—“a curiosity.,0.0
15292,15292,"However, the most astonishing and, if I may",0.0
15293,15293,"so express myself, the most painful, thing in this matter, is that you",-0.471
15294,15294,"cannot even understand, young man, that Lizabetha Prokofievna, only",0.0
15295,15295,"stayed with you because you are ill,—if you really are dying—moved by",0.0
15296,15296,"the pity awakened by your plaintive appeal, and that her name,",-0.296
15297,15297,"character, and social position place her above all risk of",-0.2732
15298,15298,contamination.,0.0
15299,15299,Lizabetha Prokofievna!,0.0
15300,15300,"” he continued, now crimson with",0.0
15301,15301,"rage, “if you are coming, we will say goodnight to the prince, and—”",-0.5574
15302,15302,"“Thank you for the lesson, general,” said Hippolyte, with unexpected",0.0
15303,15303,"gravity, regarding him thoughtfully.",0.4019
15304,15304,"“Two minutes more, if you please, dear Ivan Fedorovitch,” said",0.6326
15305,15305,Lizabetha Prokofievna to her husband; “it seems to me that he is in a,0.0
15306,15306,fever and delirious; you can see by his eyes what a state he is in; it,0.0
15307,15307,is impossible to let him go back to Petersburg tonight.,0.0
15308,15308,Can you put him,0.0
15309,15309,"up, Lef Nicolaievitch?",0.0
15310,15310,"I hope you are not bored, dear prince,” she",0.3674
15311,15311,"added suddenly to Prince S. “Alexandra, my dear, come here!",0.4389
15312,15312,Your hair,0.0
15313,15313,is coming down.,0.0
15314,15314,”,0.0
15315,15315,"She arranged her daughter’s hair, which was not in the least",0.0
15316,15316,"disordered, and gave her a kiss.",0.4215
15317,15317,This was all that she had called her,0.0
15318,15318,for.,0.0
15319,15319,"“I thought you were capable of development,” said Hippolyte, coming out",0.3818
15320,15320,of his fit of abstraction.,0.3612
15321,15321,"“Yes, that is what I meant to say,” he",0.0
15322,15322,"added, with the satisfaction of one who suddenly remembers something he",0.4404
15323,15323,had forgotten.,-0.2263
15324,15324,"“Here is Burdovsky, sincerely anxious to protect his",0.5719
15325,15325,mother; is not that so?,0.0
15326,15326,And he himself is the cause of her disgrace.,-0.4939
15327,15327,The prince is anxious to help Burdovsky and offers him friendship and a,0.5574
15328,15328,"large sum of money, in the sincerity of his heart.",0.6369
15329,15329,And here they stand,0.0
15330,15330,"like two sworn enemies—ha, ha, ha!",0.4199
15331,15331,You all hate Burdovsky because his,-0.5719
15332,15332,behaviour with regard to his mother is shocking and repugnant to you;,-0.4019
15333,15333,do you not?,0.0
15334,15334,Is not that true?,-0.3252
15335,15335,Is it not true?,-0.3252
15336,15336,You all have a passion,0.4588
15337,15337,"for beauty and distinction in outward forms; that is all you care for,",0.7906
15338,15338,isn’t it?,0.0
15339,15339,I have suspected for a long time that you cared for nothing,0.2263
15340,15340,else!,0.0
15341,15341,"Well, let me tell you that perhaps there is not one of you who",0.2732
15342,15342,loved your mother as Burdovsky loved his.,0.8316
15343,15343,"As to you, prince, I know",0.0
15344,15344,that you have sent money secretly to Burdovsky’s mother through Gania.,0.0
15345,15345,"Well, I bet now,” he continued with an hysterical laugh, “that",0.6808
15346,15346,"Burdovsky will accuse you of indelicacy, and reproach you with a want",-0.128
15347,15347,of respect for his mother!,0.5255
15348,15348,"Yes, that is quite certain!",0.6581
15349,15349,"Ha, ha, ha!",0.0
15350,15350,”,0.0
15351,15351,"He caught his breath, and began to cough once more.",0.0
15352,15352,"“Come, that is enough!",0.0
15353,15353,That is all now; you have no more to say?,-0.296
15354,15354,Now go,0.0
15355,15355,"to bed; you are burning with fever,” said Lizabetha Prokofievna",0.0
15356,15356,impatiently.,-0.4019
15357,15357,Her anxious eyes had never left the invalid.,-0.25
15358,15358,“Good,0.0
15359,15359,"heavens, he is going to begin again!",0.4574
15360,15360,”,0.0
15361,15361,"“You are laughing, I think? Why do you keep laughing at me?” said",0.7757
15362,15362,"Hippolyte irritably to Evgenie Pavlovitch, who certainly was laughing.",0.4215
15363,15363,"“I only want to know, Mr. Hippolyte—excuse me, I forget your surname.”",-0.1531
15364,15364,"“Mr. Terentieff,” said the prince.",0.0
15365,15365,"“Oh yes, Mr. Terentieff.",0.4019
15366,15366,Thank you prince.,0.3612
15367,15367,"I heard it just now, but had",0.0
15368,15368,forgotten it.,-0.2263
15369,15369,"I want to know, Mr. Terentieff, if what I have heard",0.0772
15370,15370,about you is true.,0.4215
15371,15371,It seems you are convinced that if you could speak,0.4019
15372,15372,"to the people from a window for a quarter of an hour, you could make",0.0
15373,15373,them all adopt your views and follow you?,0.1779
15374,15374,”,0.0
15375,15375,"“I may have said so,” answered Hippolyte, as if trying to remember.",0.0
15376,15376,"“Yes, I certainly said so,” he continued with sudden animation, fixing",0.34
15377,15377,an unflinching glance on his questioner.,0.0
15378,15378,“What of it?”,0.0
15379,15379,“Nothing.,0.0
15380,15380,"I was only seeking further information, to put the finishing",0.0
15381,15381,touch.,0.0
15382,15382,”,0.0
15383,15383,"Evgenie Pavlovitch was silent, but Hippolyte kept his eyes fixed upon",0.0
15384,15384,"him, waiting impatiently for more.",-0.4019
15385,15385,"“Well, have you finished?” said Lizabetha Prokofievna to Evgenie.",0.0
15386,15386,“Make,0.0
15387,15387,"haste, sir; it is time he went to bed.",0.0
15388,15388,Have you more to say?,0.0
15389,15389,” She was,0.0
15390,15390,very angry.,-0.5563
15391,15391,"“Yes, I have a little more,” said Evgenie Pavlovitch, with a smile.",0.3612
15392,15392,“It,0.0
15393,15393,"seems to me that all you and your friends have said, Mr. Terentieff,",0.4767
15394,15394,"and all you have just put forward with such undeniable talent, may be",0.4215
15395,15395,"summed up in the triumph of right above all, independent of everything",0.4767
15396,15396,"else, to the exclusion of everything else; perhaps even before having",-0.296
15397,15397,discovered what constitutes the right.,0.0
15398,15398,I may be mistaken?,-0.3612
15399,15399,”,0.0
15400,15400,“You are certainly mistaken; I do not even understand you. What else?”,-0.0258
15401,15401,Murmurs arose in the neighbourhood of Burdovsky and his companions;,0.0
15402,15402,Lebedeff’s nephew protested under his breath.,-0.128
15403,15403,"“I have nearly finished,” replied Evgenie Pavlovitch.",0.0
15404,15404,“I will only remark that from these premises one could conclude that,0.0
15405,15405,"might is right—I mean the right of the clenched fist, and of personal",0.0
15406,15406,inclination.,0.0
15407,15407,"Indeed, the world has often come to that conclusion.",0.0
15408,15408,Prudhon upheld that might is right.,0.0
15409,15409,In the American War some of the,-0.5994
15410,15410,most advanced Liberals took sides with the planters on the score that,0.3167
15411,15411,"the blacks were an inferior race to the whites, and that might was the",-0.4019
15412,15412,right of the white race.,0.0
15413,15413,”,0.0
15414,15414,“Well?”,0.0
15415,15415,"“You mean, no doubt, that you do not deny that might is right?”",0.4847
15416,15416,“What then?”,0.0
15417,15417,“You are at least logical.,0.0
15418,15418,I would only point out that from the right,0.0
15419,15419,"of might, to the right of tigers and crocodiles, or even Daniloff and",0.0
15420,15420,"Gorsky, is but a step.",0.0
15421,15421,”,0.0
15422,15422,“I know nothing about that; what else?”,0.0
15423,15423,Hippolyte was scarcely listening.,0.0
15424,15424,He kept saying “well?” and “what,0.0
15425,15425,else?,0.0
15426,15426,"” mechanically, without the least curiosity, and by mere force of",0.0
15427,15427,habit.,0.0
15428,15428,"“Why, nothing else; that is all.”",0.0
15429,15429,"“However, I bear you no grudge,” said Hippolyte suddenly, and, hardly",-0.296
15430,15430,"conscious of what he was doing, he held out his hand with a smile.",0.6908
15431,15431,The,0.0
15432,15432,"gesture took Evgenie Pavlovitch by surprise, but with the utmost",0.1406
15433,15433,gravity he touched the hand that was offered him in token of,0.4939
15434,15434,forgiveness.,0.2732
15435,15435,"“I can but thank you,” he said, in a tone too respectful to be sincere,",0.8957
15436,15436,"“for your kindness in letting me speak, for I have often noticed that",0.4588
15437,15437,"our Liberals never allow other people to have an opinion of their own,",-0.1695
15438,15438,"and immediately answer their opponents with abuse, if they do not have",-0.6369
15439,15439,recourse to arguments of a still more unpleasant nature.,-0.7264
15440,15440,”,0.0
15441,15441,"“What you say is quite true,” observed General Epanchin; then, clasping",0.0
15442,15442,"his hands behind his back, he returned to his place on the terrace",0.0
15443,15443,"steps, where he yawned with an air of boredom.",-0.3182
15444,15444,"“Come, sir, that will do; you weary me,” said Lizabetha Prokofievna",-0.2732
15445,15445,suddenly to Evgenie Pavlovitch.,0.0
15446,15446,"Hippolyte rose all at once, looking troubled and almost frightened.",-0.6815
15447,15447,"“It is time for me to go,” he said, glancing round in perplexity.",0.0
15448,15448,“I,0.0
15449,15449,have detained you...,-0.4019
15450,15450,I wanted to tell you everything...,0.0
15451,15451,I thought you,0.0
15452,15452,all... for the last time... it was a whim...”,0.0
15453,15453,"He evidently had sudden fits of returning animation, when he awoke from",0.0
15454,15454,"his semi-delirium; then, recovering full self-possession for a few",0.0
15455,15455,"moments, he would speak, in disconnected phrases which had perhaps",0.0
15456,15456,"haunted him for a long while on his bed of suffering, during weary,",-0.8074
15457,15457,sleepless nights.,0.0
15458,15458,"“Well, good-bye,” he said abruptly.",0.0
15459,15459,“You think it is easy for me to say,0.4404
15460,15460,good-bye to you?,0.0
15461,15461,"Ha, ha!",0.0
15462,15462,”,0.0
15463,15463,"Feeling that his question was somewhat gauche, he smiled angrily.",0.235
15464,15464,Then,0.0
15465,15465,"as if vexed that he could not ever express what he really meant, he",0.0
15466,15466,"said irritably, in a loud voice:",-0.4215
15467,15467,"“Excellency, I have the honour of inviting you to my funeral; that is,",0.5423
15468,15468,if you will deign to honour it with your presence.,0.5719
15469,15469,"I invite you all,",0.1531
15470,15470,"gentlemen, as well as the general.",0.2732
15471,15471,”,0.0
15472,15472,"He burst out laughing again, but it was the laughter of a madman.",0.7506
15473,15473,Lizabetha Prokofievna approached him anxiously and seized his arm.,-0.2263
15474,15474,He,0.0
15475,15475,"stared at her for a moment, still laughing, but soon his face grew",0.2732
15476,15476,serious.,-0.0772
15477,15477,“Do you know that I came here to see those trees?” pointing to the,0.0
15478,15478,trees in the park.,0.0
15479,15479,"“It is not ridiculous, is it?",0.2755
15480,15480,Say that it is not,0.0
15481,15481,ridiculous!,-0.4199
15482,15482,” he demanded urgently of Lizabetha Prokofievna.,-0.2263
15483,15483,Then he,0.0
15484,15484,seemed to be plunged in thought.,0.0
15485,15485,"A moment later he raised his head, and",0.0
15486,15486,his eyes sought for someone.,0.0
15487,15487,"He was looking for Evgenie Pavlovitch, who",0.0
15488,15488,"was close by on his right as before, but he had forgotten this, and his",-0.3291
15489,15489,eyes ranged over the assembled company.,0.0
15490,15490,“Ah! you have not gone!” he,0.0
15491,15491,"said, when he caught sight of him at last.",0.0
15492,15492,“You kept on laughing just,0.4939
15493,15493,"now, because I thought of speaking to the people from the window for a",0.0
15494,15494,quarter of an hour.,0.0
15495,15495,"But I am not eighteen, you know; lying on that bed,",-0.6808
15496,15496,"and looking out of that window, I have thought of all sorts of things",0.0
15497,15497,"for such a long time that... a dead man has no age, you know.",-0.7579
15498,15498,I was,0.0
15499,15499,"saying that to myself only last week, when I was awake in the night.",0.0
15500,15500,Do,0.0
15501,15501,you know what you fear most?,-0.4939
15502,15502,"You fear our sincerity more than anything,",-0.4939
15503,15503,although you despise us!,-0.4003
15504,15504,The idea crossed my mind that night...,0.0
15505,15505,You,0.0
15506,15506,"thought I was making fun of you just now, Lizabetha Prokofievna?",0.5106
15507,15507,"No,",0.0
15508,15508,the idea of mockery was far from me; I only meant to praise you.,0.3182
15509,15509,Colia,0.0
15510,15510,"told me the prince called you a child—very well—but let me see, I had",0.0
15511,15511,something else to say...”,0.0
15512,15512,He covered his face with his hands and tried,0.0
15513,15513,to collect his thoughts.,0.0
15514,15514,"“Ah, yes—you were going away just now, and I thought to myself: ‘I",0.0
15515,15515,shall never see these people again—never again!,0.0
15516,15516,This is the last time I,0.0
15517,15517,"shall see the trees, too.",0.0
15518,15518,I shall see nothing after this but the red,0.0
15519,15519,brick wall of Meyer’s house opposite my window.,0.0
15520,15520,Tell them about it—try,0.0
15521,15521,"to tell them,’ I thought.",0.0
15522,15522,‘Here is a beautiful young girl—you are a,0.5994
15523,15523,dead man; make them understand that.,-0.6486
15524,15524,Tell them that a dead man may say,-0.6486
15525,15525,anything—and Mrs. Grundy will not be angry—ha-ha!,0.0
15526,15526,You are not,0.0
15527,15527,laughing?,0.4939
15528,15528,” He looked anxiously around.,-0.2263
15529,15529,“But you know I get so many,0.0
15530,15530,"queer ideas, lying there in bed.",-0.5267
15531,15531,I have grown convinced that nature is,0.4019
15532,15532,"full of mockery—you called me an atheist just now, but you know this",0.0
15533,15533,nature... why are you laughing again?,0.4939
15534,15534,You are very cruel!,-0.6581
15535,15535,” he added,0.0
15536,15536,"suddenly, regarding them all with mournful reproach.",-0.3818
15537,15537,“I have not,0.0
15538,15538,"corrupted Colia,” he concluded in a different and very serious tone, as",-0.1513
15539,15539,if remembering something again.,0.0
15540,15540,"“Nobody here is laughing at you. Calm yourself,” said Lizabetha",0.6705
15541,15541,"Prokofievna, much moved.",0.0
15542,15542,“You shall see a new doctor tomorrow; the,0.0
15543,15543,"other was mistaken; but sit down, do not stand like that!",-0.5729
15544,15544,You are,0.0
15545,15545,"delirious—” Oh, what shall we do with him she cried in anguish, as she",-0.7579
15546,15546,made him sit down again in the arm-chair.,0.0
15547,15547,A tear glistened on her cheek.,0.0
15548,15548,At the sight of it Hippolyte seemed,0.0
15549,15549,amazed.,0.4939
15550,15550,"He lifted his hand timidly and, touched the tear with his",0.3612
15551,15551,"finger, smiling like a child.",0.6705
15552,15552,"“I... you,” he began joyfully.",0.5423
15553,15553,“You cannot tell how I... he always,0.0
15554,15554,"spoke so enthusiastically of you, Colia here; I liked his enthusiasm.",0.8622
15555,15555,I,0.0
15556,15556,was not corrupting him!,0.0
15557,15557,"But I must leave him, too—I wanted to leave",-0.1531
15558,15558,them all—there was not one of them—not one!,0.0
15559,15559,I wanted to be a man of,0.0
15560,15560,action—I had a right to be.,0.0
15561,15561,Oh! what a lot of things I wanted!,0.0
15562,15562,Now I,0.0
15563,15563,want nothing; I renounce all my wants; I swore to myself that I would,0.0772
15564,15564,want nothing; let them seek the truth without me!,0.4389
15565,15565,"Yes, nature is full",0.4019
15566,15566,of mockery!,-0.3802
15567,15567,Why”—he continued with sudden warmth—“does she create the,0.2732
15568,15568,choicest beings only to mock at them?,-0.4215
15569,15569,The only human being who is,0.0
15570,15570,"recognized as perfect, when nature showed him to mankind, was given the",0.5719
15571,15571,mission to say things which have caused the shedding of so much blood,0.0
15572,15572,that it would have drowned mankind if it had all been shed at once!,-0.636
15573,15573,Oh!,0.0
15574,15574,it is better for me to die!,-0.3164
15575,15575,I should tell some dreadful lie too; nature,-0.4404
15576,15576,would so contrive it!,0.0
15577,15577,I have corrupted nobody.,0.0
15578,15578,I wanted to live for the,0.0
15579,15579,"happiness of all men, to find and spread the truth.",0.7096
15580,15580,I used to look out,0.0
15581,15581,"of my window at the wall of Meyer’s house, and say to myself that if I",0.0
15582,15582,"could speak for a quarter of an hour I would convince the whole world,",0.25
15583,15583,and now for once in my life I have come into contact with... you—if not,0.0
15584,15584,with the others!,0.0
15585,15585,And what is the result?,0.0
15586,15586,Nothing!,0.0
15587,15587,The sole result is,0.0
15588,15588,that you despise me!,-0.4003
15589,15589,"Therefore I must be a fool, I am useless, it is",-0.6908
15590,15590,time I disappeared!,-0.2942
15591,15591,And I shall leave not even a memory!,-0.126
15592,15592,"Not a sound,",0.0
15593,15593,"not a trace, not a single deed!",0.0
15594,15594,I have not spread a single truth!,0.3802
15595,15595,...,0.0
15596,15596,Do,0.0
15597,15597,not laugh at the fool!,-0.7283
15598,15598,Forget him!,-0.2942
15599,15599,Forget him forever!,-0.2942
15600,15600,"I beseech you,",0.0
15601,15601,do not be so cruel as to remember!,-0.7318
15602,15602,Do you know that if I were not,0.0
15603,15603,"consumptive, I would kill myself?",-0.6908
15604,15604,”,0.0
15605,15605,"Though he seemed to wish to say much more, he became silent.",0.4019
15606,15606,He fell,0.0
15607,15607,"back into his chair, and, covering his face with his hands, began to",0.0
15608,15608,sob like a little child.,0.128
15609,15609,“Oh! what on earth are we to do with him?” cried Lizabetha Prokofievna.,-0.4389
15610,15610,"She hastened to him and pressed his head against her bosom, while he",0.0
15611,15611,sobbed convulsively.,-0.4404
15612,15612,"“Come, come, come!",0.0
15613,15613,"There, you must not cry, that will do.",0.3724
15614,15614,You are a,0.0
15615,15615,good child!,0.4926
15616,15616,"God will forgive you, because you knew no better.",0.2008
15617,15617,"Come now,",0.0
15618,15618,be a man!,0.0
15619,15619,You know presently you will be ashamed.,-0.4767
15620,15620,”,0.0
15621,15621,"Hippolyte raised his head with an effort, saying:",0.0
15622,15622,"“I have little brothers and sisters, over there, poor avid innocent.",0.128
15623,15623,She will corrupt them!,0.0
15624,15624,You are a saint!,0.0
15625,15625,You are a child yourself—save,0.0
15626,15626,them!,0.0
15627,15627,Snatch them from that... she is..,0.0
15628,15628,.,0.0
15629,15629,it is shameful!,-0.5411
15630,15630,Oh! help them!,0.508
15631,15631,God will repay you a hundredfold.,0.2732
15632,15632,"For the love of God, for the love of",0.8885
15633,15633,Christ!,0.0
15634,15634,”,0.0
15635,15635,"“Speak, Ivan Fedorovitch! What are we to do?” cried Lizabetha",-0.4389
15636,15636,"Prokofievna, irritably.",-0.4215
15637,15637,“Please break your majestic silence!,0.0
15638,15638,I tell,0.0
15639,15639,"you, if you cannot come to some decision, I will stay here all night",0.0
15640,15640,myself.,0.0
15641,15641,"You have tyrannized over me enough, you autocrat!",0.0
15642,15642,”,0.0
15643,15643,"She spoke angrily, and in great excitement, and expected an immediate",0.6705
15644,15644,reply.,0.0
15645,15645,"But in such a case, no matter how many are present, all prefer",-0.0286
15646,15646,"to keep silence: no one will take the initiative, but all reserve their",-0.1531
15647,15647,comments till afterwards.,0.0
15648,15648,"There were some present—Varvara Ardalionovna,",0.0
15649,15649,for instance—who would have willingly sat there till morning without,0.0
15650,15650,saying a word.,0.0
15651,15651,Varvara had sat apart all the evening without opening,0.0
15652,15652,"her lips, but she listened to everything with the closest attention;",0.0
15653,15653,perhaps she had her reasons for so doing.,0.0
15654,15654,"“My dear,” said the general, “it seems to me that a sick-nurse would be",0.0
15655,15655,of more use here than an excitable person like you.,0.6124
15656,15656,Perhaps it would be,0.0
15657,15657,"as well to get some sober, reliable man for the night.",0.2732
15658,15658,In any case we,0.0
15659,15659,"must consult the prince, and leave the patient to rest at once.",-0.0516
15660,15660,Tomorrow we can see what can be done for him.,0.0
15661,15661,”,0.0
15662,15662,“It is nearly midnight; we are going.,0.0
15663,15663,"Will he come with us, or is he to",0.0
15664,15664,stay here?,0.0
15665,15665,” Doktorenko asked crossly of the prince.,0.0
15666,15666,"“You can stay with him if you like,” said Muishkin.",0.0
15667,15667,“There is plenty of room here.”,0.0
15668,15668,"Suddenly, to the astonishment of all, Keller went quickly up to the",0.0
15669,15669,general.,0.0
15670,15670,"“Excellency,” he said, impulsively, “if you want a reliable man for the",0.0772
15671,15671,"night, I am ready to sacrifice myself for my friend—such a soul as he",0.3612
15672,15672,has!,0.0
15673,15673,"I have long thought him a great man, excellency!",0.8356
15674,15674,My article showed,0.0
15675,15675,"my lack of education, but when he criticizes he scatters pearls!",-0.6177
15676,15676,”,0.0
15677,15677,Ivan Fedorovitch turned from the boxer with a gesture of despair.,-0.3182
15678,15678,“I shall be delighted if he will stay; it would certainly be difficult,0.4939
15679,15679,"for him to get back to Petersburg,” said the prince, in answer to the",0.0
15680,15680,eager questions of Lizabetha Prokofievna.,0.3612
15681,15681,"“But you are half asleep, are you not?",0.0
15682,15682,"If you don’t want him, I will",0.0772
15683,15683,take him back to my house!,0.0
15684,15684,"Why, good gracious!",0.7777
15685,15685,He can hardly stand up,0.0
15686,15686,himself!,0.0
15687,15687,What is it?,0.0
15688,15688,Are you ill?,-0.4215
15689,15689,”,0.0
15690,15690,"Not finding the prince on his death-bed, Lizabetha Prokofievna had been",0.0
15691,15691,misled by his appearance to think him much better than he was.,0.4404
15692,15692,But his,0.0
15693,15693,"recent illness, the painful memories attached to it, the fatigue of",-0.765
15694,15694,"this evening, the incident with “Pavlicheff’s son,” and now this scene",0.0
15695,15695,"with Hippolyte, had all so worked on his oversensitive nature that he",0.0
15696,15696,was now almost in a fever.,0.0
15697,15697,"Moreover, a new trouble, almost a fear,",-0.683
15698,15698,showed itself in his eyes; he watched Hippolyte anxiously as if,-0.2263
15699,15699,expecting something further.,0.0
15700,15700,Suddenly Hippolyte arose.,0.0
15701,15701,"His face, shockingly pale, was that of a man",-0.1779
15702,15702,overwhelmed with shame and despair.,-0.6369
15703,15703,This was shown chiefly in the look,0.0
15704,15704,"of fear and hatred which he cast upon the assembled company, and in the",-0.8126
15705,15705,wild smile upon his trembling lips.,0.0
15706,15706,"Then he cast down his eyes, and",0.0
15707,15707,"with the same smile, staggered towards Burdovsky and Doktorenko, who",0.3612
15708,15708,stood at the entrance to the verandah.,0.0
15709,15709,He had decided to go with them.,0.0
15710,15710,“There! that is what I feared!” cried the prince.,-0.4912
15711,15711,“It was inevitable!”,0.0
15712,15712,"Hippolyte turned upon him, a prey to maniacal rage, which set all the",-0.5994
15713,15713,muscles of his face quivering.,0.0
15714,15714,“Ah! that is what you feared!,-0.5837
15715,15715,"It was inevitable, you say!",0.0
15716,15716,"Well, let me",0.2732
